,datumi,testi,pozitivni,smrti,d_smrti
536,2021-08-13,1872.0,264.0,4767.0,0.0
537,2021-08-14,921.0,97.0,4767.0,0.0
538,2021-08-15,803.0,57.0,4767.0,0.0
539,2021-08-16,2062.0,318.0,4767.0,0.0
540,2021-08-17,2238.0,385.0,4769.0,2.0
541,2021-08-18,2238.0,382.0,4773.0,4.0
542,2021-08-19,2481.0,334.0,4773.0,0.0
543,2021-08-20,2121.0,387.0,4773.0,0.0
544,2021-08-21,1399.0,245.0,4775.0,2.0
545,2021-08-22,755.0,116.0,4776.0,1.0
546,2021-08-23,2489.0,476.0,4779.0,3.0
547,2021-08-24,2806.0,509.0,4780.0,1.0
548,2021-08-25,2935.0,510.0,4780.0,0.0
549,2021-08-26,2955.0,543.0,4783.0,3.0
550,2021-08-27,3104.0,539.0,4785.0,2.0
551,2021-08-28,1396.0,276.0,4785.0,0.0
552,2021-08-29,888.0,144.0,4785.0,0.0
553,2021-08-30,2919.0,540.0,4787.0,2.0
554,2021-08-31,3790.0,771.0,4789.0,2.0
555,2021-09-01,3613.0,668.0,4790.0,1.0
556,2021-09-02,3303.0,611.0,4791.0,1.0
557,2021-09-03,3757.0,742.0,4793.0,2.0
558,2021-09-04,1710.0,317.0,4793.0,0.0
559,2021-09-05,1429.0,235.0,4793.0,0.0
560,2021-09-06,3947.0,877.0,4796.0,3.0
561,2021-09-07,5161.0,1095.0,4801.0,5.0
562,2021-09-08,4924.0,1018.0,4803.0,2.0
563,2021-09-09,5188.0,999.0,4806.0,3.0
564,2021-09-10,5491.0,1088.0,4811.0,5.0
565,2021-09-11,2723.0,560.0,4811.0,0.0
566,2021-09-12,1657.0,283.0,4814.0,3.0
567,2021-09-13,5668.0,1394.0,4818.0,4.0
568,2021-09-14,6747.0,1365.0,4823.0,5.0
569,2021-09-15,6707.0,1326.0,4831.0,8.0
570,2021-09-16,6534.0,1145.0,4835.0,4.0
571,2021-09-17,6255.0,1253.0,4841.0,6.0
572,2021-09-18,2579.0,544.0,4844.0,3.0
573,2021-09-19,1706.0,291.0,4850.0,6.0
574,2021-09-20,5729.0,1308.0,4855.0,5.0
575,2021-09-21,5937.0,1188.0,4862.0,7.0
576,2021-09-22,5620.0,1012.0,4866.0,4.0
577,2021-09-23,5472.0,940.0,4873.0,7.0
578,2021-09-24,5537.0,1007.0,4881.0,8.0
579,2021-09-25,2316.0,447.0,4888.0,7.0
580,2021-09-26,1443.0,285.0,4894.0,6.0
581,2021-09-27,4790.0,1040.0,4906.0,12.0
582,2021-09-28,6411.0,1342.0,4909.0,3.0
583,2021-09-29,5756.0,1028.0,4918.0,9.0
584,2021-09-30,5335.0,973.0,4922.0,4.0
585,2021-10-01,5002.0,993.0,4931.0,9.0
586,2021-10-02,2443.0,533.0,4938.0,7.0
587,2021-10-03,1201.0,225.0,4945.0,7.0
588,2021-10-04,4787.0,980.0,4952.0,7.0
589,2021-10-05,6177.0,1209.0,4963.0,11.0
590,2021-10-06,5340.0,969.0,4967.0,4.0
591,2021-10-07,4713.0,842.0,4970.0,3.0
592,2021-10-08,4615.0,883.0,4980.0,10.0
593,2021-10-09,2049.0,489.0,4989.0,9.0
594,2021-10-10,1012.0,188.0,4995.0,6.0
595,2021-10-11,4562.0,1005.0,4997.0,2.0
596,2021-10-12,5692.0,1229.0,5001.0,4.0
597,2021-10-13,5379.0,1082.0,5010.0,9.0
598,2021-10-14,5141.0,1105.0,5015.0,5.0
599,2021-10-15,5724.0,1438.0,5019.0,4.0
600,2021-10-16,2279.0,632.0,5023.0,4.0
601,2021-10-17,1357.0,364.0,5030.0,7.0
602,2021-10-18,5237.0,1672.0,5035.0,5.0
603,2021-10-19,7370.0,2155.0,5042.0,7.0
604,2021-10-20,6645.0,1852.0,5053.0,11.0
605,2021-10-21,6875.0,1969.0,5057.0,4.0
606,2021-10-22,7509.0,2272.0,5068.0,11.0
607,2021-10-23,4458.0,1498.0,5073.0,5.0
608,2021-10-24,2084.0,708.0,5082.0,9.0
609,2021-10-25,6076.0,2296.0,5092.0,10.0
610,2021-10-26,8313.0,3138.0,5103.0,11.0
611,2021-10-27,7332.0,2632.0,5114.0,11.0
612,2021-10-28,6802.0,2517.0,5129.0,15.0
613,2021-10-29,7609.0,2991.0,5136.0,7.0
614,2021-10-30,3954.0,1664.0,5144.0,8.0
615,2021-10-31,2643.0,1258.0,5156.0,12.0
616,2021-11-01,2641.0,1136.0,5166.0,10.0
617,2021-11-02,7757.0,3462.0,5185.0,19.0
618,2021-11-03,10176.0,4518.0,5197.0,12.0
619,2021-11-04,9983.0,3779.0,5214.0,17.0
620,2021-11-05,9643.0,3664.0,5226.0,12.0
621,2021-11-06,5456.0,2325.0,5241.0,15.0
622,2021-11-07,2962.0,1288.0,5261.0,20.0
623,2021-11-08,7622.0,3348.0,5274.0,13.0
624,2021-11-09,10579.0,4483.0,5294.0,20.0
625,2021-11-10,9082.0,3573.0,5306.0,12.0
626,2021-11-11,9128.0,3435.0,5318.0,12.0
627,2021-11-12,9220.0,3667.0,5342.0,24.0
628,2021-11-13,5351.0,2369.0,5366.0,24.0
629,2021-11-14,3416.0,1820.0,5389.0,23.0
630,2021-11-15,7654.0,3770.0,5398.0,9.0
631,2021-11-16,10053.0,4283.0,5413.0,15.0
632,2021-11-17,9223.0,3667.0,5439.0,26.0
633,2021-11-18,8283.0,3518.0,5464.0,25.0
634,2021-11-19,8134.0,3239.0,5484.0,20.0
635,2021-11-20,4743.0,2248.0,5511.0,27.0
636,2021-11-21,2739.0,1390.0,5529.0,18.0
637,2021-11-22,7351.0,3400.0,5548.0,19.0
638,2021-11-23,8623.0,3143.0,5567.0,19.0
639,2021-11-24,7210.0,2670.0,5581.0,14.0
640,2021-11-25,6528.0,2367.0,5599.0,18.0
641,2021-11-26,6147.0,2227.0,5624.0,25.0
642,2021-11-27,3421.0,1481.0,5655.0,31.0
643,2021-11-28,2231.0,1039.0,5676.0,21.0
644,2021-11-29,6291.0,2485.0,5695.0,19.0
645,2021-11-30,6983.0,2258.0,5718.0,23.0
646,2021-12-01,6243.0,2128.0,5738.0,20.0
647,2021-12-02,5530.0,1739.0,5758.0,20.0
648,2021-12-03,5518.0,1908.0,5780.0,22.0
649,2021-12-04,2995.0,1116.0,5800.0,20.0
650,2021-12-05,1857.0,775.0,5811.0,11.0
651,2021-12-06,5487.0,1955.0,5829.0,18.0
652,2021-12-07,6576.0,1852.0,5846.0,17.0
653,2021-12-08,5946.0,1688.0,5860.0,14.0
654,2021-12-09,5053.0,1324.0,5879.0,19.0
655,2021-12-10,5052.0,1480.0,5894.0,15.0
656,2021-12-11,2230.0,786.0,5906.0,12.0
657,2021-12-12,1750.0,677.0,5925.0,19.0
658,2021-12-13,5113.0,1716.0,5941.0,16.0
659,2021-12-14,5907.0,1530.0,5955.0,14.0
660,2021-12-15,4928.0,1346.0,5962.0,7.0
661,2021-12-16,5037.0,1281.0,5973.0,11.0
662,2021-12-17,4484.0,1288.0,5989.0,16.0
663,2021-12-18,2266.0,769.0,6001.0,12.0
664,2021-12-19,1550.0,586.0,6009.0,8.0
665,2021-12-20,4981.0,1558.0,6019.0,10.0
666,2021-12-21,5566.0,1255.0,6028.0,9.0
667,2021-12-22,4935.0,1124.0,6036.0,8.0
668,2021-12-23,5004.0,1207.0,6045.0,9.0
669,2021-12-24,4264.0,1091.0,6049.0,4.0
670,2021-12-25,2161.0,666.0,6059.0,10.0
671,2021-12-26,1848.0,701.0,6068.0,9.0
672,2021-12-27,5337.0,1819.0,6078.0,10.0
673,2021-12-28,5949.0,1871.0,6093.0,15.0
674,2021-12-29,5114.0,1691.0,6100.0,7.0
675,2021-12-30,5176.0,1898.0,6105.0,5.0
676,2021-12-31,4266.0,1668.0,6110.0,5.0
677,2022-01-01,1984.0,835.0,6118.0,8.0
678,2022-01-02,2288.0,1010.0,6124.0,6.0
679,2022-01-03,7492.0,3403.0,6130.0,6.0
680,2022-01-04,10579.0,4084.0,6135.0,5.0
681,2022-01-05,10098.0,3847.0,6137.0,2.0
682,2022-01-06,11024.0,4084.0,6137.0,0.0
683,2022-01-07,11231.0,4488.0,6138.0,1.0
684,2022-01-08,7423.0,3359.0,6139.0,1.0
685,2022-01-09,5252.0,2529.0,6140.0,1.0
